C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
138283,Customer#000138283,icr6vb4OegI2b4uPMM,14,24-856-720-7413,6574.85,FURNITURE,p blithely even foxes. slyly silent requests cajole furiously regular accounts-- regular ins
122152,Customer#000122152,dAunKOmWvZ0DvsNdX0QohBZ9aB8Kl2FPScq,10,20-268-426-3211,3635.12,BUILDING,"y bold platelets. furiously ironic packages among the final accounts are pending, final "
52400,Customer#000052400,"Zxt8coR132ypHqE6Zx1xPmR,ooutrCWVgpsCf",22,32-118-702-8055,7150.86,BUILDING," bold requests use carefully regular asymptotes. unusual packages sleep: final, special foxes could have"
11038,Customer#000011038,xgQnoPT2zqSikbEpSxZqi,3,13-837-188-7326,2568.00,MACHINERY, foxes. carefully unusual courts use fluffily after the regular deposits. furiously even packages impress al
108587,Customer#000108587,P8lALMHVhr,23,33-308-622-6458,5827.99,HOUSEHOLD,its detect. special instructions
142645,Customer#000142645,"Zc,5XNABo84T7ZPPbj6B f2o07M0QCo",15,25-840-298-2392,8991.13,BUILDING,regular instructions nag express dolphins. quickly
93199,Customer#000093199,CpjilQQB U7 1kXIyMBJLO,19,29-445-833-6766,2953.76,FURNITURE,t the ideas. foxes cajole quickly silent requests. blithely busy accounts grow among the ironic t
79567,Customer#000079567,"C10nl,dz7bVJ",18,28-721-578-1273,9044.39,AUTOMOBILE,final packages. final accounts detect. quickly ironic accounts wake pending requests: fluffily 
138934,Customer#000138934,cEhH6Loldla,8,18-969-365-6377,5237.10,AUTOMOBILE,e carefully unusual asymptotes. slyly even d
15253,Customer#000015253,j3Wm1MJqIFTmH6Yc6G,15,25-744-852-8550,8160.41,BUILDING,"ole packages? bold dependencies sleep quickly. requests nag final, stea"
39839,Customer#000039839,HT2 RakNMOJM8kn jScEb ,4,14-931-264-7759,-960.06,FURNITURE,regular requests. slyly regular pa
105688,Customer#000105688,JuuCwF1kQugQWt2xZ,18,28-397-720-8739,6087.64,AUTOMOBILE,ons wake furiously blithely ironic deposits. carefully pending packages
42784,Customer#000042784,spuNZi2DcUJOHAypQZpq7GQ3tBOa4r5MKMz,22,32-487-929-4205,-95.92,HOUSEHOLD,egular accounts above the carefully bold dependencies affix slyly around the
21485,Customer#000021485,940Wq78XdXxuQDLj9uOOh0pM,23,33-632-545-3346,2248.75,MACHINERY,are slyly slyly express pinto beans. dependencies after the carefully ironic requests haggle in place of the slyly
78215,Customer#000078215,"74NPQ6Ni7TcNul3zI97ZuZn78l2iE8fCv,gIOR",4,14-386-536-5844,1941.93,HOUSEHOLD," bold, unusual accounts sleep about the pending packages. theodolit"
117301,Customer#000117301,fqjI7nya4a4k1Gb6WUAe0X9e44BCjxb,20,30-603-579-9629,6437.43,FURNITURE,ding requests boost along the accounts. blithel
81844,Customer#000081844,whW6B5NIS p7UnzxW2onu0oEGep,22,32-855-663-8474,7570.10,AUTOMOBILE, furiously pending requests. fluffily quick theodolites nag slyly regular accounts. carefully ir
39283,Customer#000039283,"9t EJB,t BHs ",20,30-395-174-5280,2585.42,AUTOMOBILE,gle carefully against the furiously brave deposits. sl
81175,Customer#000081175,HnV4FyOvXKN4l4TdmqVT5uVsOkpLZIWF4n,3,13-952-834-3747,-511.36,MACHINERY," cajole carefully slyly regular ideas. bold, final foxes boost. furiously ironic"
132124,Customer#000132124,"ewXUEdfL,K6ZCkfOQxcMq2PahMpyCJdKrWgnu7MC",15,25-922-468-3721,2427.55,MACHINERY,doubt blithely. special theodolites affix. blithely unusual pinto beans wake f
114430,Customer#000114430,amjbrgds5Q4bpNCuiALy05ig485rWfglt4ZO,12,22-247-971-4350,3982.56,AUTOMOBILE,y express accounts wake busily theod
131032,Customer#000131032,ciGI0b8M1rSPncIEIS4caXJ2jS9RPNwKmUjJug,24,34-402-606-1848,6161.30,BUILDING,"bold, regular warthogs cajole furi"
39619,Customer#000039619,"1nBOXMYzuibJIRn3QPwx, jhO,",4,14-234-546-1305,4504.13,FURNITURE,gle blithely among the blithely final excuses. blithely final ideas are. slyly idle pinto beans are about t
62873,Customer#000062873,PQXJxBHmGLKfol9cc8idhWR jei4kP 2cM1hXN,22,32-327-378-9199,3251.33,FURNITURE,ccounts poach. ideas print fluffily carefully speci
21371,Customer#000021371,V1Pgkk9tfbYRRJ7Kpn8yo8BU2ZltczHhOI,11,21-578-406-2627,-42.80,BUILDING,less accounts whithout the furiously regular asymptote
144514,Customer#000144514,FKO7mHDBAsSJ,11,21-759-586-4905,8596.15,AUTOMOBILE,s packages wake after the foxes. un
141343,Customer#000141343,x2uQdUYyzkCFEO2fFN2a9nI5zb,17,27-826-228-3718,7076.64,HOUSEHOLD,equests. quickly ironic requests detect fluffily. silent pinto beans sle
19483,Customer#000019483,n5tcmY1CEw RJ8fp0S7Z6u5Z,0,10-664-967-9827,6833.12,HOUSEHOLD, foxes after the regular instructions sleep slyly carefully fi
115007,Customer#000115007,nT7f0Vptu3TeVWO,17,27-778-190-8639,9355.07,BUILDING,nusual requests. blithely pending packages at 
55700,Customer#000055700,o4FIRi w2gidkR2eMCP5ToFSYtiDs ,10,20-185-751-5767,6503.95,AUTOMOBILE,the fluffily special packages cajole about the unusual foxes. ironi
64589,Customer#000064589,zpknkwpYISxhOm6SVVNdenOeSg8kig XZz,19,29-812-582-7195,5117.37,MACHINERY,", regular requests. quickly final platelets use slyly regular forges. slyly bold deposits wake carefully furio"
77234,Customer#000077234,"TyZqZUsTuuZSEV,DVDa4lwSZ5",9,19-848-485-7362,4184.80,AUTOMOBILE,"oss the express foxes. special requests haggle slyly. blithely careful deposits mold carefully. ironic, ir"
56413,Customer#000056413,"gBuXP5te7RuPO zGPk nYMgo4SfHu,aLRQkgRsY",18,28-991-279-2877,2942.82,AUTOMOBILE,ns. quickly unusual deposits are. regular pinto beans wake ab
60175,Customer#000060175,"myer,fZs67qwpyK5Fco",7,17-185-780-6401,3415.99,MACHINERY," sly, even excuses wake above the blithely final platelets. boldly final dolphins cajole slyly along the bold id"
70477,Customer#000070477,"DRNH,uZ ucibd0NY3b4k3JUPjVSC",24,34-956-553-9180,789.54,MACHINERY,ter the fluffily pending deposits. bl
49706,Customer#000049706,wZ1t56a0NabYm7hxOot,18,28-515-439-4037,731.43,HOUSEHOLD," furiously among the fluffily final theodolites. regular, bold pinto beans detect furiously inside the "
129568,Customer#000129568,9RSJxpSEbsLXfvTRhqlmsB2DgAuT23c6yYE,15,25-398-779-1747,-17.01,AUTOMOBILE,cajole blithely after the furiously bold ideas. furiously unusual packages unwind 
87034,Customer#000087034,FvAid BqPbUc3RM,5,15-431-383-7841,1779.32,HOUSEHOLD,press foxes affix fluffily. fluffily eve
58649,Customer#000058649,"Loj7KC28PB7s G2aMdJ,yTCx1zDHL ",1,11-235-692-5271,4375.37,BUILDING,s. accounts are fluffily across the carefully regular instructions. blithely exp
35063,Customer#000035063,"vYwsf,LJj9UXYtszgZS1AkCZhQu98iciYMpVZMk",22,32-880-173-8851,8716.51,AUTOMOBILE,y regular asymptotes wake slyly regular platelets. fluffily enticing packages use. regular accounts against the spec
69841,Customer#000069841,CO4pg6AbYDprU,5,15-307-855-6194,8108.89,AUTOMOBILE,s according to the pending deposits cajole carefully furiously bold deposits. blithely ev
68542,Customer#000068542,"bYFw krAL,ptAPK3K",10,20-709-366-5678,6083.84,HOUSEHOLD,"the regular, regular ideas. unusual accou"
103754,Customer#000103754,UII2hqOHOvwGHV19xhGtMTi,14,24-491-605-8652,4987.24,HOUSEHOLD,ions wake slyly regular theodolites. quickly final pinto beans sleep slyly. regula
136837,Customer#000136837,CeDXtVtjDsNxhgs98YFQ0ryq,5,15-680-803-2444,7163.92,HOUSEHOLD,eans sleep. furiously bold pains after the quickly final 
59228,Customer#000059228,"addOcLgRgrUxCpAS5NrFi2w,AkcPQ6",0,10-193-606-1191,8584.30,MACHINERY,ss pinto beans thrash carefully iron
9977,Customer#000009977,"b,Ad,OsJNaD 84fHs6C6NIje6EGnrnt52Dk",19,29-804-145-6659,8849.17,AUTOMOBILE,. blithely regular instructions affix i
43757,Customer#000043757,51efS5RXEYXirEjAK8,24,34-994-145-7928,-929.94,MACHINERY, ironic frets wake regularly even asymptotes. regular ideas haggle against the idly pending dugouts; carefully f
18497,Customer#000018497,KUAFjp7p7m0twkKN8vmNu,13,23-902-974-9849,-592.24,BUILDING, the blithely regular accounts haggle carefully slyly even reques
90580,Customer#000090580,",vXOkvYKklm0VZWT5JN4nT4Bz",19,29-577-426-9589,8484.25,MACHINERY,lithely according to the express platelets. care
75490,Customer#000075490,5iQub0LqVdgEM6DsP4nbMQyNor,20,30-362-946-5481,-938.23,HOUSEHOLD,eas use blithely after the fluffily even packages. quickly fluffy accounts integrate. quickly
6055,Customer#000006055,"FnwMVA8yGuU SgVGARNz22st,8",9,19-663-939-5531,-631.98,FURNITURE,"g to the final, regular requests haggle furiously quick foxes. regular requests p"
15043,Customer#000015043,"6UDi xqBLqq0VSgbb,x9F2blX",17,27-263-202-4846,764.75,BUILDING, boost against the carefully bold foxes. carefully final accounts about the blithely ironic pinto beans
147079,Customer#000147079,PLOPfS4m5QQIjDeIg hWKfu92L0PA5r5KYcL,6,16-358-699-2633,802.60,BUILDING,s. slyly unusual deposits cajole fluffily. slyly special dependencies sleep quickly. quickly even instruct
132677,Customer#000132677,"AEMaZvHrP,y0,kyzwxJPVHCxAKUZ0wJwD6yI",17,27-394-638-9299,1016.58,AUTOMOBILE, beans hinder blithely sometimes final platele
129548,Customer#000129548,"17tB,OmtBbA,bCwad ZiKwUlH1",6,16-467-249-1478,3067.11,AUTOMOBILE,lly regular accounts. furiously silent dependencies are except the carefully special accounts. furiously fluffy t
92059,Customer#000092059,8MuNm2kOIyRpeZEr3yTjE9IRydNYacj67C,17,27-502-813-5900,7698.43,AUTOMOBILE,s cajole slyly after the special requests. final theodolites sleep furiously. permanently even accounts sleep boldly
142120,Customer#000142120,gqA1g2Vc7gGYnejmb3S,10,20-253-870-1559,5374.55,FURNITURE,uickly regular platelets! even ideas wake quickly. quickly s
14192,Customer#000014192,ccFHfe0AWopcrN5wZe,11,21-806-391-4616,3886.80,FURNITURE,ructions. special ideas doze slyly around the never f
10546,Customer#000010546,6rKgo9ONlkCzgfC,17,27-474-792-4600,5323.58,HOUSEHOLD,riously regular accounts. carefully ironic theodolites sleep according to the regu
109822,Customer#000109822,NjqN1yHXqtNdhUfNyTn8m6P1,7,17-744-277-8476,8093.98,FURNITURE,arefully express multipliers. even foxe
50660,Customer#000050660,"iriEgxKRAazlRarubh3Z,Gokcn35vYS7QCHMk",18,28-125-542-1015,5542.35,BUILDING,ep across the quickly final packages. a
2987,Customer#000002987,"Ffvhm097 a5J8fhP,TVtuCVd",7,17-335-950-9886,8481.31,AUTOMOBILE,"r the furiously even instructions. final, pending accounts nag bold theodolites. ironic accoun"
72490,Customer#000072490,yPBkNGLHu1EDtX cHoa29,17,27-534-112-2684,7916.45,AUTOMOBILE,ross the instructions. carefully regular asymptotes use carefully. carefully special accounts cajole idly unusual th
121076,Customer#000121076,aIQNpJe QQUUiY5nIsKzLQ8s1Ccnl44oHZ57,7,17-314-348-3833,6182.96,AUTOMOBILE,nts nag furiously alongside of the furiously ironic accounts. quickly bold packages sl
12730,Customer#000012730,"hITtqnZQmu05aT0w1AurAKGcWpgpO,RkvIhEe",7,17-267-149-6544,7159.47,AUTOMOBILE,ully final pinto beans believe blithely after
66352,Customer#000066352,3NJcdk6lhaF,23,33-179-783-3502,6920.09,FURNITURE, silent packages are quickly 
42514,Customer#000042514,gI3vh1ys6OaqDJx,20,30-443-354-1030,7067.85,FURNITURE,t furiously. fluffily regular foxes impress. final theodolites haggle carefully furiously bold p
28112,Customer#000028112,YHURFwo9GS,22,32-840-895-9841,5353.12,AUTOMOBILE,osits. blithely even accounts nag carefully blithely regular asymptote
95948,Customer#000095948,JEGxOtloeithBoZnjMF,1,11-258-594-8663,-503.87,MACHINERY," wake furiously. regular, ironic theodolites sleep. furiously even deposits wake slyly final ideas. slyly"
79877,Customer#000079877,xe7AqmKOc8X7kCrCfIlMHHtsWud2WKjwu1TedOM,5,15-217-489-3584,4087.73,FURNITURE,nts. quickly ironic theodolites wake blithely carefully unusual theodolites. platelets about the car
132340,Customer#000132340,HqApuAg0MgE30WPhIWb,11,21-123-660-2813,9474.46,MACHINERY,the special requests. blithely even accounts use blithely after the carefully regular esca
134788,Customer#000134788,7za2BIa7w2YI7VZEDN0hi3bMBdT9dW6k,11,21-998-887-7769,5985.36,AUTOMOBILE,press accounts! careful theodolites 
125239,Customer#000125239,3rJb6eVZbMRgDQ,12,22-432-143-7701,5373.82,HOUSEHOLD,"y. bold, express excuses at the blithely express i"
11182,Customer#000011182,"loOPslCRwJWnhBQDMwslM 4zNh i6owqLQrl,YX",8,18-114-961-2821,8376.46,AUTOMOBILE,he carefully silent dinos sleep fluffily according to the pending requests. quickly pending request
111034,Customer#000111034,MlrpluvKq8Y9IIB0WdIH8iZymyq6iVH7viC81,5,15-741-593-8516,7522.25,BUILDING,"s. blithely express forges cajole slyly above the express, pending deposits-- pending patterns haggle. quickly regu"
84650,Customer#000084650,XTtg0Ohhp 9Hl8DxZUSAxmfqXt,5,15-532-396-8420,7116.94,BUILDING, frets wake slyly around the even pinto bea
43118,Customer#000043118,w7oXqblmxAp5hKopkrK 1R4Kyh12x,20,30-389-773-2996,2954.22,MACHINERY,nag about the enticing accounts
78820,Customer#000078820,WxvWu794lpXYNNFMD B1zo9vTCXap,15,25-724-157-1747,455.92,FURNITURE,tly thin packages sleep furiously slyly even packages? furiously e
114916,Customer#000114916,i3Ti9KWzYWnGrC,23,33-874-956-6683,3034.66,BUILDING,s. quickly special instructions affix furiously across the furiously pending excuses. blithely regular courts detec
31804,Customer#000031804,f9y35e9AWyBXkncfQNY1AOQKa09Tqpzc,10,20-641-318-5128,3177.31,MACHINERY,the furiously final courts. s
33040,Customer#000033040,WGkt3tjmz9GMaR,5,15-418-388-5011,3122.82,BUILDING,thely final requests sleep. carefully special dependen
91124,Customer#000091124,"PFtlqrLkyVYOQTbYEqWWQ9,kL",12,22-713-362-1549,-95.69,AUTOMOBILE, express instructions. regula
1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above
147811,Customer#000147811,3UFKt XEDhxKrvbpnpJGmUa7AX5mZYq,21,31-906-492-1862,236.40,AUTOMOBILE,y final theodolites haggle furiously around the packages; regula
124084,Customer#000124084,"cDMOHY,KIgS70ouySe8MezoTDOZ5SJ",18,28-505-607-6352,6308.43,AUTOMOBILE,ily final warhorses. ideas haggle busily across the qui
76193,Customer#000076193,hlwIR0dJ5DY9nDRFrPoxv,6,16-995-793-4370,6125.70,HOUSEHOLD,ole blithely unusual dependencies. slyly ironic dependencies wake nev
58157,Customer#000058157,"df,8Z7rMmFTu5",14,24-621-675-7760,206.24,FURNITURE,into beans. blithely stealthy sheaves nag carefully after the doggedly ironic forges. fluffily final depend
60430,Customer#000060430,"zXS,bmtUXNmu6l",3,13-594-468-4402,-849.71,AUTOMOBILE,quiet pinto beans. ironic packages affix fluffily above the carefully bold somas. sly
1021,Customer#000001021,m h2wQbujQnQOrcf109reW0 o,6,16-469-554-5196,1286.76,MACHINERY,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ
260,Customer#000000260,CrHY2zx4vner4,1,11-708-529-9446,9196.11,MACHINERY,carefully. furiously bold accounts nag furiously carefully regular accounts-- final decoys prin
144646,Customer#000144646,wIpoh bT7vckxNdk,13,23-110-731-1667,7869.36,MACHINERY,y regular excuses are carefully
125182,Customer#000125182,7QSvTAJpZUUBkmNszJY3Bfoc7DfAN3ziBioSjf,12,22-448-552-6024,923.16,AUTOMOBILE,along the accounts. fluffily ironic deposits use flu
112408,Customer#000112408,S9rGifFRC9Bpb,14,24-947-364-8120,8741.08,BUILDING,ar ideas breach furiously. slyly regular depen
120221,Customer#000120221,"x,AThwk91AaDARf1Pgj8m0a VY2u,",12,22-693-254-1687,1446.11,MACHINERY,he carefully busy theodolites. slyly regular
65227,Customer#000065227,P uJNaQivboE3a7IAy3y0fqLfJylUM7,3,13-991-863-2001,791.36,BUILDING,ests. furiously silent platelets above the regular
60082,Customer#000060082,"x3V6vEbLSeUjYdjS1MvR2,u4gB0S 9d8UEJ",0,10-729-863-1818,3645.47,BUILDING, the accounts. furiously unusual
89620,Customer#000089620,h4BEYz7FbRUwxxKEO1DciCsNz6JeTkchExV6rws,17,27-552-378-1475,1818.13,HOUSEHOLD,"esias? final deposits eat carefully ruthless requests. carefully idle packages nag final, r"
133579,Customer#000133579,"Z0IZ3Funv7nLKeZ6x2vi,dYdll0w74",6,16-704-326-5872,5739.31,AUTOMOBILE,"ons. bold, regular packages haggle furiously blithely even epitaphs"
39515,Customer#000039515,W8lSKzpngGNbQLm vAuMa938nX9mM2YI,19,29-375-199-7764,4908.02,FURNITURE,y bold pinto beans sleep; packages around the quickly bold accounts x-ray quickly pending
127384,Customer#000127384,jXEiHRQm4nXzkaUfgCt53rmKzSRnEC,2,12-796-983-8866,6621.98,HOUSEHOLD,bold accounts nag. furiously regular pinto beans sleep among the express pinto beans? express requests use th
17908,Customer#000017908,t8GHGJaRNw1RSJ8ff8bd 0lw,2,12-462-418-5498,2655.72,MACHINERY,"bold, even accounts are carefully quickly regular accounts. ironic, regular foxes wake fluffily"
25454,Customer#000025454,UZyCMX9Kj80Rm4SHCZapS0A2iW,16,26-136-871-4310,-822.67,BUILDING,lent instructions. furiously even accounts hang furiously bold deposits. slyly final packages mold. 
113294,Customer#000113294,3S3qMBjFGNy1YNC4msSQFvAPNhLpyfEpepjb,11,21-379-263-4965,6303.12,HOUSEHOLD,ithely. furiously special theodolites haggle always regularly e
73631,Customer#000073631,"cepW95,oscigrAOdaeoEe",3,13-799-902-9490,2738.49,MACHINERY,quickly silent pinto beans wake against the accounts. regular asymptotes about the 
35519,Customer#000035519,"Yi,9z0m9dka0Kg8LfgCyF6lrNLz",2,12-171-737-2968,-354.76,HOUSEHOLD,ptotes wake slyly furiously even dependencies. express ideas nag furiously furiously e
131231,Customer#000131231,6hjpEigIiOVceFQQVsSyyTrbgC6p7GW0mhyZ8bHT,21,31-388-745-8641,5863.75,BUILDING,ily silent deposits. carefully unusual r
37351,Customer#000037351,ZRkRsGbJvZP2UoXiuhHHnxBwukq1 3dZyJDTkV,10,20-122-375-3641,5874.67,MACHINERY,deposits? furiously regular orbits sleep stealthily above the deposits. carefully even frets against the care
21350,Customer#000021350,GbRmMbGNJB,6,16-587-234-4006,158.94,MACHINERY,ole fluffily regular requests. slyly even packages cajole furiously about the furiously pending packa
142780,Customer#000142780,"BPGLs rY3QdMeUyVdolzz,Fa3e0iwCiFRneaS",24,34-613-472-9698,6276.50,BUILDING,asymptotes to the pending requests cajole across the enticingly final accou
130463,Customer#000130463,"juppdMCxL8y3gd,OgdOLB",10,20-982-591-5376,7086.02,HOUSEHOLD,nic accounts integrate slyly furiously reg
80338,Customer#000080338,FWTSrb5S7NfK,12,22-851-940-8772,4370.57,BUILDING,d accounts cajole across the blithely ironic pinto beans. furio
65942,Customer#000065942,"xL1DH4,DA3wS6Jh lndzAysGaSM",21,31-247-948-6487,5641.51,FURNITURE,s sleep furiously regular excuses. quietly ironic 
34585,Customer#000034585,"lwM6aWTsNTb,C09BIV43Tlnm0fvIbMLY",12,22-342-367-8899,8003.23,FURNITURE,"hs promise carefully ironic instructions. even, regular theodolites within the blithely bold pinto beans haggle fu"
129601,Customer#000129601,cRne6vfjoD9y4A5lJt9akuKsWSc,21,31-540-931-4560,6669.19,AUTOMOBILE,onic pinto beans. never final theodolites sleep c
101440,Customer#000101440,"wYrJSfaML3gFNYWv7Q2w2pYa7ECR,eaowwyjF m6",13,23-173-504-9578,3088.10,AUTOMOBILE,ross the bold deposits: slyly expre
145504,Customer#000145504,8vZfZjFvylb9p,0,10-325-146-8199,6389.73,HOUSEHOLD,fluffily above the thinly express theodol
99662,Customer#000099662,"5tNHkVKJQYWzB7EJDwvb0pxO,CeH5O,5",5,15-334-683-3254,2658.37,HOUSEHOLD,"ons. theodolites sleep above the pending, ironic packages. ironic, thin excus"
142178,Customer#000142178,S1tvpx3i0jONn5KocsGGX8Q,0,10-495-568-8649,6613.33,BUILDING,"hely special accounts thrash carefully even packages. ironic, silent depe"
29113,Customer#000029113,"n,RC87XPprU3itruvTMBf8dFQ",1,11-776-103-2562,4582.71,BUILDING, ironic asymptotes. ironic packages at the carefully quiet packages cajole across th
24194,Customer#000024194,",9 82bYQenMXfWVaqsptPIlO4XQ",21,31-335-584-8675,1278.38,MACHINERY, the carefully express ideas. slyly r
49889,Customer#000049889,"oFZZuBYBUHGrRBcMfrwJ,D8j5FXZ1 e0FU",9,19-718-180-9116,7244.89,BUILDING,ly against the slyly ironic attainments. blithely express pinto beans are car
139072,Customer#000139072,e gNwwomsJckUUmI3,11,21-497-723-7086,4883.35,BUILDING,ly final ideas mold permanently bold packages. slyly unusual re
104726,Customer#000104726,85adLvn7ifEB cuEjuwS,9,19-498-186-6326,890.73,AUTOMOBILE,to cajole furiously according to the unusual dependencies. care
87697,Customer#000087697,yCOwXh7gjbglyHHRMSGzQx1,5,15-560-893-3849,3862.97,MACHINERY, express requests. carefully regular ideas haggle carefully carefully ironic packages. pinto beans according 
32287,Customer#000032287,QjbXzK93Zf7OK,13,23-152-339-4885,6753.20,FURNITURE,thrash carefully special requests. fluffily bold pinto beans wake slyly furiously express deposits. packages sleep
96857,Customer#000096857,LZRxq5vlIMrUhATgiZ,14,24-311-867-7936,2294.89,BUILDING, express foxes integrate blithely
65263,Customer#000065263,"3m4JFTZRRCjKRwSThX6lQIR,hWqWUnIEpzIi,",12,22-139-193-8881,7891.05,MACHINERY,fily blithely regular packages. quickly special pinto beans sleep slyly. regular dependencies across 
32542,Customer#000032542,fS9ELmx5t76xOkC3XR 8Q2,3,13-881-698-7177,2767.79,HOUSEHOLD,foxes haggle. blithely final theodolites run careful
130999,Customer#000130999,f8wECcEhP3Ril5lSa6rGk7dMoq,16,26-906-214-9998,19.96,FURNITURE,quickly carefully ironic platelets. blithely even dependencies boost quickly instructions? instructions sl
105176,Customer#000105176,SxfX IS1i87o9ER53qtKPLrzj,2,12-804-452-4348,826.94,MACHINERY,y about the carefully unusual ideas. quickly even instructions nag fluffily. sometimes 
58474,Customer#000058474,"QAO95A8hbifbw0dyC 1,rc7SQnJc2sXcvr56AV",7,17-166-434-6900,-539.81,AUTOMOBILE,regular deposits. blithely ironic deposits will wake across the deposits. bold excuses 
146108,Customer#000146108,"0bTkeO3dGcvpsNAPyA,x98os1RKY33U",15,25-676-515-7527,1637.09,BUILDING,"s doze quickly along the carefully final accounts. regular, final dolp"
124573,Customer#000124573,oTj49XQS0b KM8iz,10,20-862-477-3869,4079.15,MACHINERY, about the ironic accounts. doggedly regular dependencies use stealthily after the furio
39964,Customer#000039964,"JQumKTwHXTG3IdbCxrOWSXk1,d",22,32-416-360-2912,5651.91,BUILDING,"g along the unusual, special packages. regular, bold pinto beans "
53395,Customer#000053395,F RuBXphdLbWMlI8sCENcq8Peqwjcsp2ymzaQ,16,26-874-237-7179,3969.77,HOUSEHOLD,ely according to the slyly ruthless instructions.
32105,Customer#000032105,"AfWjNuxSFe5DPqr0J7NwZ109a,e1C",15,25-636-412-1722,489.95,MACHINERY, grouches are carefully across the ironic frays. platelets cajole slowly. carefully final packages
65147,Customer#000065147,"TC,7iI1YkMlN9BQagYjRWqrVNPtTRdxopB7qeOj",8,18-944-970-9916,4096.60,FURNITURE,"egular requests. pending, ironic ideas are above the carefully pe"
7766,Customer#000007766,"BnJtBN7QW79AaWL ,un1s64cZnv",24,34-708-247-8265,6974.59,FURNITURE,quests. slyly silent instructions wake carefully above the ideas. fluffily fluffy accounts are slyly among th
18562,Customer#000018562,"L3MPIZcf,WgykM",14,24-972-722-7107,5203.39,AUTOMOBILE,ically special requests. slyly ironic platelets boost fluffily ironic packages. silent theodo
118612,Customer#000118612,GEtjnq4CfTXSQsbM1O73FFgEPj,10,20-254-705-3227,5257.98,MACHINERY,y final accounts eat according to the regular accounts. carefully fluf
95680,Customer#000095680,"F53pq98,UCLZKLHN778Re7c6c3",4,14-349-178-2824,8330.47,AUTOMOBILE,ular packages are blithely. slow ideas cajole blithely. pending somas sleep about the busily regular pinto
37099,Customer#000037099,"JTXOIrfgVAD2,Z Yu9to3kuAetVwWi",22,32-235-312-5761,4884.27,FURNITURE, affix furiously. pinto beans are after the regular packages. slyly i
52919,Customer#000052919,HIyds6M8nD,17,27-392-105-1271,1730.43,AUTOMOBILE,lar ideas along the quickly re
133747,Customer#000133747,"xdOE3kpw7mZUjcdgto,rA7BKxb4d3qRm",12,22-130-631-1584,5069.75,BUILDING,ly final requests wake fluffily requests. furiously 
136802,Customer#000136802,sc5Uu9943wXoWP4bWfo,19,29-948-407-8833,4410.04,BUILDING,lithely bold packages. slyly bold foxe
78298,Customer#000078298,"3,XnjihfgSKT0q9mbKuexl8SEps7",16,26-194-807-2215,1020.80,FURNITURE,nooze furiously among the boldly ironic packages. quickly final pinto beans
113212,Customer#000113212,yZePsf749pr 6nrjz5ZfKHPzUstf J0,16,26-841-932-2462,-432.59,BUILDING,ular instructions. quickly regular pinto beans affix carefully ironic deposits. furiously ironic platel
23008,Customer#000023008,"cL1C,xulYxvJ,iNvK5tq AQedNDpqOF8 2",21,31-442-607-2862,6863.02,AUTOMOBILE,"arls. furiously bold dependencies must sleep fluffily ironic, "
14338,Customer#000014338,"3JR8mY,PpKQ64ICaj",21,31-569-380-2265,3779.88,HOUSEHOLD,to the slyly special ideas sleep after the quickly specia
13037,Customer#000013037,AjrKJRNKGDMfekT7,23,33-821-137-5031,2531.86,FURNITURE,es; slyly regular requests nag furiously about the
60860,Customer#000060860,9VYz dpJmxLypMmGmOF6B05ki8qrKmfmD617X dP,2,12-828-751-5864,-642.63,BUILDING, carefully final deposits. furiously regular foxes haggle carefully carefully regular pinto beans
92878,Customer#000092878,LeU4FZJdhGgMDIQFbtIzg5taRAodrOt,17,27-525-732-4856,2938.92,BUILDING,"ag quickly? final, final decoys thrash furiously above the final"
107269,Customer#000107269,75X8R3txpAY4gwhNf3uHqG B7951Fyj2H18slb,20,30-680-306-4950,1810.56,FURNITURE,"ges. unusual accounts are furiously. express, regular requests use blithely unusual requests. blithely fin"
127795,Customer#000127795,d6yLnoI9aaS7CWK r0vf7 2Fndkl7xhvEJcTXdh,10,20-980-935-9540,7844.12,AUTOMOBILE,l platelets boost across the unusua
72226,Customer#000072226,fXkhbZqkiOqNOLfAzRKq8YSvcemjv6z0Jh,7,17-121-746-1120,-586.32,BUILDING,ajole above the carefully final courts. slyly final accounts cajole fluffily a
100135,Customer#000100135,"hV,5VXRriY01ThPZeed2IUTkumjTF,sNtClPX",24,34-777-867-3221,3814.69,AUTOMOBILE, furiously express dependencies sleep even theodolites. bold dolphins integrate. fluffily final depths sleep f
59870,Customer#000059870,i21uenvXxHNAck6QOhRx9yZZPBfQ,16,26-821-720-7278,8015.28,BUILDING,-- final platelets above the bold frays wake blithely express requests. reg
146014,Customer#000146014,l7aCtYh7hmghTeD,2,12-940-374-3601,2650.17,BUILDING, dependencies about the bold multipliers grow quickly regular ideas. quickly unusual
99614,Customer#000099614,"5aV8xs EwFG5t4 VAWNdmWt,U62",5,15-743-449-1495,1838.91,FURNITURE,usual waters according to the slyly bold pinto beans haggle carefully f
